-----SNMP query started-----
1: productType.0 pciBased(2)
2: productVersion.0 NetApp Release 8.1.1 7-Mode: Mon Jul 30 12:49:46 PDT 2012
3: productId.0 2014941127
4: productVendor.0 netapp(1)
5: productModel.0 FAS3240
6: productFirmwareVersion.0 5.1.1
7: productGuiUrl.0 https://:443/na_admin
8: productApiUrl.0 https://:443/servlets/netapp.servlets.admin.XMLrequest_filer
9: productSerialNum.0 850000223796
10: productPartnerSerialNum.0 unknown
11: productCPUArch.0 5
12: productTrapData.0 Trap variable currrently unused.
13: productMachineType.0 FAS3240
818: tv3cpLinks.0 0
819: tv3cpReaddirs.0 0
820: tv3cpReaddirPluss.0 0
821: tv3cpFsstats.0 0
822: tv3cpFsinfos.0 0
823: tv3cpPathconfs.0 0
824: tv3cpCommits.0 0
825: trcInProgressHits.0 0
826: trcDelayHits.0 0
827: trcMisses.0 2373196512
828: trcNonIdemDoneHits.0 0
829: trcNonIdemNotDoneHits.0 128
830: trcTcpInProgressHits.0 0
831: trcTcpDelayHits.0 0
832: trcTcpMisses.0 2373196522
833: trcTcpNonIdemDoneHits.0 0
834: trcTcpNonIdemNotDoneHits.0 128
835: trcUdpInProgressHits.0 0
836: trcUdpDelayHits.0 0
837: trcUdpMisses.0 0
838: trcUdpNonIdemDoneHits.0 0
839: trcUdpNonIdemNotDoneHits.0 0
840: tv2Read512Calls.0 0
841: tv2Read1KCalls.0 0
842: tv2Read2KCalls.0 0
843: tv2Read4KCalls.0 0
844: tv2Read8KCalls.0 0
845: tv2Read16KCalls.0 0
846: tv2Read32KCalls.0 0
847: tv2Read64KCalls.0 0
848: tv2Read128KCalls.0 0
849: tv2Write512Calls.0 0
850: tv2Write1KCalls.0 0
851: tv2Write2KCalls.0 0
852: tv2Write4KCalls.0 0
853: tv2Write8KCalls.0 0
854: tv2Write16KCalls.0 0
855: tv2Write32KCalls.0 0
856: tv2Write64KCalls.0 0
857: tv2Write128KCalls.0 0
858: tv3Read512Calls.0 5305
859: tv3Read1KCalls.0 324844949
860: tv3Read2KCalls.0 207594958
861: tv3Read4KCalls.0 34142472
862: tv3Read8KCalls.0 1194242156
863: tv3Read16KCalls.0 676284928
864: tv3Read32KCalls.0 1154852580
865: tv3Read64KCalls.0 226626155
866: tv3Read128KCalls.0 316956749
867: tv3Write512Calls.0 7306165
868: tv3Write1KCalls.0 435020792
869: tv3Write2KCalls.0 428578419
870: tv3Write4KCalls.0 475289154
871: tv3Write8KCalls.0 3584238908
872: tv3Write16KCalls.0 3084434220
873: tv3Write32KCalls.0 1255150726
874: tv3Write64KCalls.0 612470891
875: tv3Write128KCalls.0 1073158313
876: nfsIsLicensed.0 true(2)
877: quotaState.0 quotaStateOff(1)
878: quotaInitPercent.0 0
879: qvStateVolume.1 1
880: qvStateVolume.2 2
881: qvStateVolume.3 3
882: qvStateVolume.4 4
883: qvStateVolume.5 5
884: qvStateVolume.6 6
885: qvStateVolume.7 7
886: qvStateVolume.8 8
887: qvStateVolume.9 9
888: qvStateVolume.10 10
889: qvStateName.1 vol0
890: qvStateName.2 na_spri_xen1
891: qvStateName.3 na_spri_kvm1
892: qvStateName.4 na_spri_z2p2c1
893: qvStateName.5 na_spri_z3p1c1
894: qvStateName.6 na_spri_z3p1c2
895: qvStateName.7 na_spri_z2p201c1
896: qvStateName.8 na_spri_z3p1c3_1
897: qvStateName.9 na_spri_z3p1c4
898: qvStateName.10 na_spri_z2p1c2
899: qvStateStat.1 quotaStateOff(1)
900: qvStateStat.2 quotaStateOff(1)
901: qvStateStat.3 quotaStateOff(1)
902: qvStateStat.4 quotaStateOff(1)
903: qvStateStat.5 quotaStateOff(1)
904: qvStateStat.6 quotaStateOff(1)
905: qvStateStat.7 quotaStateOff(1)
906: qvStateStat.8 quotaStateOff(1)
907: qvStateStat.9 quotaStateOff(1)
908: qvStateStat.10 quotaStateOff(1)
909: qvStateInitPercent.1 0
910: qvStateInitPercent.2 0
911: qvStateInitPercent.3 0
912: qvStateInitPercent.4 0
913: qvStateInitPercent.5 0
914: qvStateInitPercent.6 0
915: qvStateInitPercent.7 0
916: qvStateInitPercent.8 0
917: qvStateInitPercent.9 0
918: qvStateInitPercent.10 0
919: qvStateEntry.5.1 N/A
920: qvStateEntry.5.2 N/A
921: qvStateEntry.5.3 N/A
922: qvStateEntry.5.4 N/A
923: qvStateEntry.5.5 N/A
924: qvStateEntry.5.6 N/A
925: qvStateEntry.5.7 N/A
926: qvStateEntry.5.8 N/A
927: qvStateEntry.5.9 N/A
928: qvStateEntry.5.10 N/A
929: filesysMaxfilesAvail.0 31876689
930: filesysMaxfilesUsed.0 7396
931: filesysMaxfilesPossible.0 74711035
932: dfIndex.1 1
933: dfIndex.2 2
934: dfIndex.3 3
935: dfIndex.4 4
936: dfIndex.5 5
937: dfIndex.6 6
938: dfIndex.7 7
939: dfIndex.8 8
940: dfIndex.9 9
941: dfIndex.10 10
942: dfIndex.11 11
943: dfIndex.12 12
944: dfIndex.13 13
945: dfIndex.14 14
946: dfIndex.15 15
947: dfIndex.16 16
948: dfIndex.17 17
949: dfIndex.18 18
950: dfIndex.19 19
951: dfIndex.20 20
952: dfIndex.21 21
953: dfIndex.22 22
954: dfIndex.23 23
955: dfIndex.24 24
956: dfFileSys.1 aggr0
957: dfFileSys.2 aggr0/.snapshot
958: dfFileSys.3 /vol/vol0/
959: dfFileSys.4 /vol/vol0/.snapshot
960: dfFileSys.5 /vol/na_spri_xen1/
961: dfFileSys.6 /vol/na_spri_xen1/.snapshot
962: dfFileSys.7 /vol/na_spri_kvm1/
963: dfFileSys.8 /vol/na_spri_kvm1/.snapshot
964: dfFileSys.9 /vol/na_spri_z2p2c1/
965: dfFileSys.10 /vol/na_spri_z2p2c1/.snapshot
966: dfFileSys.11 /vol/na_spri_z3p1c1/
967: dfFileSys.12 /vol/na_spri_z3p1c1/.snapshot
968: dfFileSys.13 aggr1
969: dfFileSys.14 aggr1/.snapshot
970: dfFileSys.15 /vol/na_spri_z3p1c2/
971: dfFileSys.16 /vol/na_spri_z3p1c2/.snapshot
972: dfFileSys.17 /vol/na_spri_z2p201c1/
973: dfFileSys.18 /vol/na_spri_z2p201c1/.snapshot
974: dfFileSys.19 /vol/na_spri_z3p1c3_1/
975: dfFileSys.20 /vol/na_spri_z3p1c3_1/.snapshot
976: dfFileSys.21 /vol/na_spri_z3p1c4/
977: dfFileSys.22 /vol/na_spri_z3p1c4/.snapshot
978: dfFileSys.23 /vol/na_spri_z2p1c2/
979: dfFileSys.24 /vol/na_spri_z2p1c2/.snapshot
980: dfKBytesTotal.1 1594070144
981: dfKBytesTotal.2 0
982: dfKBytesTotal.3 298844160
983: dfKBytesTotal.4 15728640
984: dfKBytesTotal.5 1610612736
985: dfKBytesTotal.6 536870912
986: dfKBytesTotal.7 -214748364
987: dfKBytesTotal.8 214748364
988: dfKBytesTotal.9 -1073741824
989: dfKBytesTotal.10 1073741824
990: dfKBytesTotal.11 -429496728
991: dfKBytesTotal.12 429496728
992: dfKBytesTotal.13 1963012480
993: dfKBytesTotal.14 0
994: dfKBytesTotal.15 805306368
995: dfKBytesTotal.16 268435456
996: dfKBytesTotal.17 2040109468
997: dfKBytesTotal.18 107374180
998: dfKBytesTotal.19 -1234803096
999: dfKBytesTotal.20 161061272
1000: dfKBytesTotal.21 -429496728
1001: dfKBytesTotal.22 429496728
1002: dfKBytesTotal.23 -1234803096
1003: dfKBytesTotal.24 161061272
1004: dfKBytesUsed.1 590371384
1005: dfKBytesUsed.2 597824616
1006: dfKBytesUsed.3 7758144
1007: dfKBytesUsed.4 0
1008: dfKBytesUsed.5 -1941370752
1009: dfKBytesUsed.6 2501572
1010: dfKBytesUsed.7 399769516
1011: dfKBytesUsed.8 187800
1012: dfKBytesUsed.9 -904621616
1013: dfKBytesUsed.10 41875052
1014: dfKBytesUsed.11 1573042176
1015: dfKBytesUsed.12 9058660
1016: dfKBytesUsed.13 1640424704
1017: dfKBytesUsed.14 53643728
1018: dfKBytesUsed.15 1026581964
1019: dfKBytesUsed.16 4439180
1020: dfKBytesUsed.17 51518504
1021: dfKBytesUsed.18 0
1022: dfKBytesUsed.19 196505604
1023: dfKBytesUsed.20 1856484
1024: dfKBytesUsed.21 292362068
1025: dfKBytesUsed.22 0
1026: dfKBytesUsed.23 60266372
1027: dfKBytesUsed.24 0
1028: dfKBytesAvail.1 1003698532
1029: dfKBytesAvail.2 0
1030: dfKBytesAvail.3 291086016
1031: dfKBytesAvail.4 15728640
1032: dfKBytesAvail.5 -742983808
1033: dfKBytesAvail.6 534369340
1034: dfKBytesAvail.7 -614517880
1035: dfKBytesAvail.8 214560564
1036: dfKBytesAvail.9 -169120628
1037: dfKBytesAvail.10 1031866772
1038: dfKBytesAvail.11 -2002538904
1039: dfKBytesAvail.12 420438068
1040: dfKBytesAvail.13 322587736
1041: dfKBytesAvail.14 0
1042: dfKBytesAvail.15 -221275628
1043: dfKBytesAvail.16 263996272
1044: dfKBytesAvail.17 1988591376
1045: dfKBytesAvail.18 107374180
1046: dfKBytesAvail.19 -1431308144
1047: dfKBytesAvail.20 159204736
1048: dfKBytesAvail.21 -721857860
1049: dfKBytesAvail.22 429496728
1050: dfKBytesAvail.23 -1295069412
1051: dfKBytesAvail.24 161061272
1052: dfPerCentKBytesCapacity.1 68
1053: dfPerCentKBytesCapacity.2 0
1054: dfPerCentKBytesCapacity.3 3
1055: dfPerCentKBytesCapacity.4 0
1056: dfPerCentKBytesCapacity.5 23
1057: dfPerCentKBytesCapacity.6 0
1058: dfPerCentKBytesCapacity.7 10
1059: dfPerCentKBytesCapacity.8 0
1060: dfPerCentKBytesCapacity.9 17
1061: dfPerCentKBytesCapacity.10 4
1062: dfPerCentKBytesCapacity.11 19
1063: dfPerCentKBytesCapacity.12 2
1064: dfPerCentKBytesCapacity.13 7
1065: dfPerCentKBytesCapacity.14 0
1066: dfPerCentKBytesCapacity.15 20
1067: dfPerCentKBytesCapacity.16 2
1068: dfPerCentKBytesCapacity.17 3
1069: dfPerCentKBytesCapacity.18 0
1070: dfPerCentKBytesCapacity.19 6
1071: dfPerCentKBytesCapacity.20 1
1072: dfPerCentKBytesCapacity.21 4
1073: dfPerCentKBytesCapacity.22 0
1074: dfPerCentKBytesCapacity.23 2
1075: dfPerCentKBytesCapacity.24 0
1076: dfInodesUsed.1 96
1077: dfInodesUsed.2 0
1078: dfInodesUsed.3 7396
1079: dfInodesUsed.4 0
1080: dfInodesUsed.5 307
1081: dfInodesUsed.6 0
1082: dfInodesUsed.7 178
1083: dfInodesUsed.8 0
1084: dfInodesUsed.9 206
1085: dfInodesUsed.10 0
1086: dfInodesUsed.11 168
1087: dfInodesUsed.12 0
1088: dfInodesUsed.13 96
1089: dfInodesUsed.14 0
1090: dfInodesUsed.15 144
1091: dfInodesUsed.16 0
1092: dfInodesUsed.17 120
1093: dfInodesUsed.18 0
1094: dfInodesUsed.19 124
1095: dfInodesUsed.20 0
1096: dfInodesUsed.21 133
1097: dfInodesUsed.22 0
1098: dfInodesUsed.23 122
1099: dfInodesUsed.24 0
1100: dfInodesFree.1 31046
1101: dfInodesFree.2 0
1102: dfInodesFree.3 31869293
1103: dfInodesFree.4 0
1104: dfInodesFree.5 31876382
1105: dfInodesFree.6 0
1106: dfInodesFree.7 31876511
1107: dfInodesFree.8 0
1108: dfInodesFree.9 31876483
1109: dfInodesFree.10 0
1110: dfInodesFree.11 31876521
1111: dfInodesFree.12 0
1112: dfInodesFree.13 31046
1113: dfInodesFree.14 0
1114: dfInodesFree.15 31876545
1115: dfInodesFree.16 0
1116: dfInodesFree.17 31876569
1117: dfInodesFree.18 0
1118: dfInodesFree.19 31876565
1119: dfInodesFree.20 0
1120: dfInodesFree.21 31876556
1121: dfInodesFree.22 0
1122: dfInodesFree.23 31876567
1123: dfInodesFree.24 0
1124: dfPerCentInodeCapacity.1 0
1125: dfPerCentInodeCapacity.2 0
1126: dfPerCentInodeCapacity.3 0
1127: dfPerCentInodeCapacity.4 0
1128: dfPerCentInodeCapacity.5 0
1129: dfPerCentInodeCapacity.6 0
1130: dfPerCentInodeCapacity.7 0
1131: dfPerCentInodeCapacity.8 0
1132: dfPerCentInodeCapacity.9 0
1133: dfPerCentInodeCapacity.10 0
1134: dfPerCentInodeCapacity.11 0
1135: dfPerCentInodeCapacity.12 0
1136: dfPerCentInodeCapacity.13 0
1137: dfPerCentInodeCapacity.14 0
1138: dfPerCentInodeCapacity.15 0
1139: dfPerCentInodeCapacity.16 0
1140: dfPerCentInodeCapacity.17 0
1141: dfPerCentInodeCapacity.18 0
1142: dfPerCentInodeCapacity.19 0
1143: dfPerCentInodeCapacity.20 0
1144: dfPerCentInodeCapacity.21 0
1145: dfPerCentInodeCapacity.22 0
1146: dfPerCentInodeCapacity.23 0
1147: dfPerCentInodeCapacity.24 0
1148: dfMountedOn.1 aggr0
1149: dfMountedOn.2 aggr0/.snapshot
1150: dfMountedOn.3 /vol/vol0/
1151: dfMountedOn.4 /vol/vol0/.snapshot
1152: dfMountedOn.5 /vol/na_spri_xen1/
1153: dfMountedOn.6 /vol/na_spri_xen1/.snapshot
1154: dfMountedOn.7 /vol/na_spri_kvm1/
1155: dfMountedOn.8 /vol/na_spri_kvm1/.snapshot
1156: dfMountedOn.9 /vol/na_spri_z2p2c1/
1157: dfMountedOn.10 /vol/na_spri_z2p2c1/.snapshot
1158: dfMountedOn.11 /vol/na_spri_z3p1c1/
1159: dfMountedOn.12 /vol/na_spri_z3p1c1/.snapshot
1160: dfMountedOn.13 aggr1
1161: dfMountedOn.14 aggr1/.snapshot
1162: dfMountedOn.15 /vol/na_spri_z3p1c2/
1163: dfMountedOn.16 /vol/na_spri_z3p1c2/.snapshot
1164: dfMountedOn.17 /vol/na_spri_z2p201c1/
1165: dfMountedOn.18 /vol/na_spri_z2p201c1/.snapshot
1166: dfMountedOn.19 /vol/na_spri_z3p1c3_1/
1167: dfMountedOn.20 /vol/na_spri_z3p1c3_1/.snapshot
1168: dfMountedOn.21 /vol/na_spri_z3p1c4/
1169: dfMountedOn.22 /vol/na_spri_z3p1c4/.snapshot
1170: dfMountedOn.23 /vol/na_spri_z2p1c2/
1171: dfMountedOn.24 /vol/na_spri_z2p1c2/.snapshot
1172: dfMaxFilesAvail.1 31142
1173: dfMaxFilesAvail.2 0
1174: dfMaxFilesAvail.3 31876689
1175: dfMaxFilesAvail.4 0
1176: dfMaxFilesAvail.5 31876689
1177: dfMaxFilesAvail.6 0
1178: dfMaxFilesAvail.7 31876689
1179: dfMaxFilesAvail.8 0
1180: dfMaxFilesAvail.9 31876689
1181: dfMaxFilesAvail.10 0
1182: dfMaxFilesAvail.11 31876689
1183: dfMaxFilesAvail.12 0
1184: dfMaxFilesAvail.13 31142
1185: dfMaxFilesAvail.14 0
1186: dfMaxFilesAvail.15 31876689
1187: dfMaxFilesAvail.16 0
1188: dfMaxFilesAvail.17 31876689
1189: dfMaxFilesAvail.18 0
1190: dfMaxFilesAvail.19 31876689
1191: dfMaxFilesAvail.20 0
1192: dfMaxFilesAvail.21 31876689
1193: dfMaxFilesAvail.22 0
1194: dfMaxFilesAvail.23 31876689
1195: dfMaxFilesAvail.24 0
1196: dfMaxFilesUsed.1 96
1197: dfMaxFilesUsed.2 0
1198: dfMaxFilesUsed.3 7396
1199: dfMaxFilesUsed.4 0
1200: dfMaxFilesUsed.5 307
1201: dfMaxFilesUsed.6 0
1202: dfMaxFilesUsed.7 178
1203: dfMaxFilesUsed.8 0
1204: dfMaxFilesUsed.9 206
1205: dfMaxFilesUsed.10 0
1206: dfMaxFilesUsed.11 168
1207: dfMaxFilesUsed.12 0
1208: dfMaxFilesUsed.13 96
1209: dfMaxFilesUsed.14 0
1210: dfMaxFilesUsed.15 144
1211: dfMaxFilesUsed.16 0
1212: dfMaxFilesUsed.17 120
1213: dfMaxFilesUsed.18 0
1214: dfMaxFilesUsed.19 124
1215: dfMaxFilesUsed.20 0
1216: dfMaxFilesUsed.21 133
1217: dfMaxFilesUsed.22 0
1218: dfMaxFilesUsed.23 122
1219: dfMaxFilesUsed.24 0
1220: dfMaxFilesPossible.1 2040109444
1221: dfMaxFilesPossible.2 0
1222: dfMaxFilesPossible.3 74711035
1223: dfMaxFilesPossible.4 0
1224: dfMaxFilesPossible.5 2040109444
1225: dfMaxFilesPossible.6 0
1226: dfMaxFilesPossible.7 1020054732
1227: dfMaxFilesPossible.8 0
1228: dfMaxFilesPossible.9 2040109444
1229: dfMaxFilesPossible.10 0
1230: dfMaxFilesPossible.11 2040109444
1231: dfMaxFilesPossible.12 0
1232: dfMaxFilesPossible.13 2040109444
1233: dfMaxFilesPossible.14 0
1234: dfMaxFilesPossible.15 1275068400
1235: dfMaxFilesPossible.16 0
1236: dfMaxFilesPossible.17 510027356
1237: dfMaxFilesPossible.18 0
1238: dfMaxFilesPossible.19 765041044
1239: dfMaxFilesPossible.20 0
1240: dfMaxFilesPossible.21 2040109444
1241: dfMaxFilesPossible.22 0
1242: dfMaxFilesPossible.23 765041044
1243: dfMaxFilesPossible.24 0
1244: dfHighTotalKBytes.1 16
1245: dfHighTotalKBytes.2 0
1246: dfHighTotalKBytes.3 0
1247: dfHighTotalKBytes.4 0
1248: dfHighTotalKBytes.5 2
1249: dfHighTotalKBytes.6 0
1250: dfHighTotalKBytes.7 0
1251: dfHighTotalKBytes.8 0
1252: dfHighTotalKBytes.9 4
1253: dfHighTotalKBytes.10 0
1254: dfHighTotalKBytes.11 1
1255: dfHighTotalKBytes.12 0
1256: dfHighTotalKBytes.13 5
1257: dfHighTotalKBytes.14 0
1258: dfHighTotalKBytes.15 1
1259: dfHighTotalKBytes.16 0
1260: dfHighTotalKBytes.17 0
1261: dfHighTotalKBytes.18 0
1262: dfHighTotalKBytes.19 0
1263: dfHighTotalKBytes.20 0
1264: dfHighTotalKBytes.21 1
1265: dfHighTotalKBytes.22 0
1266: dfHighTotalKBytes.23 0
1267: dfHighTotalKBytes.24 0
1268: dfLowTotalKBytes.1 1594070144
1269: dfLowTotalKBytes.2 0
1270: dfLowTotalKBytes.3 298844160
1271: dfLowTotalKBytes.4 15728640
1272: dfLowTotalKBytes.5 1610612736
1273: dfLowTotalKBytes.6 536870912
1274: dfLowTotalKBytes.7 -214748364
1275: dfLowTotalKBytes.8 214748364
1276: dfLowTotalKBytes.9 -1073741824
1277: dfLowTotalKBytes.10 1073741824
1278: dfLowTotalKBytes.11 -429496728
1279: dfLowTotalKBytes.12 429496728
1280: dfLowTotalKBytes.13 1963012480
1281: dfLowTotalKBytes.14 0
1282: dfLowTotalKBytes.15 805306368
1283: dfLowTotalKBytes.16 268435456
1284: dfLowTotalKBytes.17 2040109468
1285: dfLowTotalKBytes.18 107374180
1286: dfLowTotalKBytes.19 -1234803096
1287: dfLowTotalKBytes.20 161061272
1288: dfLowTotalKBytes.21 -429496728
1289: dfLowTotalKBytes.22 429496728
1290: dfLowTotalKBytes.23 -1234803096
1291: dfLowTotalKBytes.24 161061272
1292: dfHighUsedKBytes.1 11
1293: dfHighUsedKBytes.2 0
1294: dfHighUsedKBytes.3 0
1295: dfHighUsedKBytes.4 0
1296: dfHighUsedKBytes.5 0
1297: dfHighUsedKBytes.6 0
1298: dfHighUsedKBytes.7 0
1299: dfHighUsedKBytes.8 0
1300: dfHighUsedKBytes.9 0
1301: dfHighUsedKBytes.10 0
1302: dfHighUsedKBytes.11 0
1303: dfHighUsedKBytes.12 0
1304: dfHighUsedKBytes.13 0
1305: dfHighUsedKBytes.14 0
1306: dfHighUsedKBytes.15 0
1307: dfHighUsedKBytes.16 0
1308: dfHighUsedKBytes.17 0
1309: dfHighUsedKBytes.18 0
1310: dfHighUsedKBytes.19 0
1311: dfHighUsedKBytes.20 0
1312: dfHighUsedKBytes.21 0
1313: dfHighUsedKBytes.22 0
1314: dfHighUsedKBytes.23 0
1315: dfHighUsedKBytes.24 0
1316: dfLowUsedKBytes.1 590366500
1317: dfLowUsedKBytes.2 597824616
1318: dfLowUsedKBytes.3 7758128
1319: dfLowUsedKBytes.4 0
1320: dfLowUsedKBytes.5 -1941371328
1321: dfLowUsedKBytes.6 2501616
1322: dfLowUsedKBytes.7 399769516
1323: dfLowUsedKBytes.8 187800
1324: dfLowUsedKBytes.9 -904620248
1325: dfLowUsedKBytes.10 41875352
1326: dfLowUsedKBytes.11 1573041532
1327: dfLowUsedKBytes.12 9058672
1328: dfLowUsedKBytes.13 1640426916
1329: dfLowUsedKBytes.14 53643728
1330: dfLowUsedKBytes.15 1026582108
1331: dfLowUsedKBytes.16 4439184
1332: dfLowUsedKBytes.17 51518168
1333: dfLowUsedKBytes.18 0
1334: dfLowUsedKBytes.19 196505232
1335: dfLowUsedKBytes.20 1856540
1336: dfLowUsedKBytes.21 292361208
1337: dfLowUsedKBytes.22 0
1338: dfLowUsedKBytes.23 60266328
1339: dfLowUsedKBytes.24 0
1340: dfHighAvailKBytes.1 5
1341: dfHighAvailKBytes.2 0
1342: dfHighAvailKBytes.3 0
1343: dfHighAvailKBytes.4 0
1344: dfHighAvailKBytes.5 1
1345: dfHighAvailKBytes.6 0
1346: dfHighAvailKBytes.7 0
1347: dfHighAvailKBytes.8 0
1348: dfHighAvailKBytes.9 3
1349: dfHighAvailKBytes.10 0
1350: dfHighAvailKBytes.11 1
1351: dfHighAvailKBytes.12 0
1352: dfHighAvailKBytes.13 5
1353: dfHighAvailKBytes.14 0
1354: dfHighAvailKBytes.15 0
1355: dfHighAvailKBytes.16 0
1356: dfHighAvailKBytes.17 0
1357: dfHighAvailKBytes.18 0
1358: dfHighAvailKBytes.19 0
1359: dfHighAvailKBytes.20 0
1360: dfHighAvailKBytes.21 1
1361: dfHighAvailKBytes.22 0
1362: dfHighAvailKBytes.23 0
1363: dfHighAvailKBytes.24 0
1364: dfLowAvailKBytes.1 1003703356
1365: dfLowAvailKBytes.2 0
1366: dfLowAvailKBytes.3 291086032
1367: dfLowAvailKBytes.4 15728640
1368: dfLowAvailKBytes.5 -742983232
1369: dfLowAvailKBytes.6 534369296
1370: dfLowAvailKBytes.7 -614517880
1371: dfLowAvailKBytes.8 214560564
1372: dfLowAvailKBytes.9 -169121928
1373: dfLowAvailKBytes.10 1031866472
1374: dfLowAvailKBytes.11 -2002538260
1375: dfLowAvailKBytes.12 420438056
1376: dfLowAvailKBytes.13 322585404
1377: dfLowAvailKBytes.14 0
1378: dfLowAvailKBytes.15 -221275792
1379: dfLowAvailKBytes.16 263996272
1380: dfLowAvailKBytes.17 1988591300
1381: dfLowAvailKBytes.18 107374180
1382: dfLowAvailKBytes.19 -1431308328
1383: dfLowAvailKBytes.20 159204732
1384: dfLowAvailKBytes.21 -721857976
1385: dfLowAvailKBytes.22 429496728
1386: dfLowAvailKBytes.23 -1295069424
1387: dfLowAvailKBytes.24 161061272
1388: dfStatus.1 mounted(2)
1389: dfStatus.2 mounted(2)
1390: dfStatus.3 mounted(2)
1391: dfStatus.4 mounted(2)
1392: dfStatus.5 mounted(2)
1393: dfStatus.6 mounted(2)
1394: dfStatus.7 mounted(2)
1395: dfStatus.8 mounted(2)
1396: dfStatus.9 mounted(2)
1397: dfStatus.10 mounted(2)
1398: dfStatus.11 mounted(2)
1399: dfStatus.12 mounted(2)
1400: dfStatus.13 mounted(2)
1401: dfStatus.14 mounted(2)
1402: dfStatus.15 mounted(2)
1403: dfStatus.16 mounted(2)
1404: dfStatus.17 mounted(2)
1405: dfStatus.18 mounted(2)
1406: dfStatus.19 mounted(2)
1407: dfStatus.20 mounted(2)
1408: dfStatus.21 mounted(2)
1409: dfStatus.22 mounted(2)
1410: dfStatus.23 mounted(2)
1411: dfStatus.24 mounted(2)
1412: dfMirrorStatus.1 unmirrored(5)
1413: dfMirrorStatus.2 unmirrored(5)
1414: dfMirrorStatus.3 invalid(1)
1415: dfMirrorStatus.4 invalid(1)
1416: dfMirrorStatus.5 invalid(1)
1417: dfMirrorStatus.6 invalid(1)
1418: dfMirrorStatus.7 invalid(1)
1419: dfMirrorStatus.8 invalid(1)
1420: dfMirrorStatus.9 invalid(1)
1421: dfMirrorStatus.10 invalid(1)
1422: dfMirrorStatus.11 invalid(1)
1423: dfMirrorStatus.12 invalid(1)
1424: dfMirrorStatus.13 unmirrored(5)
1425: dfMirrorStatus.14 unmirrored(5)
1426: dfMirrorStatus.15 invalid(1)
1427: dfMirrorStatus.16 invalid(1)
1428: dfMirrorStatus.17 invalid(1)
1429: dfMirrorStatus.18 invalid(1)
1430: dfMirrorStatus.19 invalid(1)
1431: dfMirrorStatus.20 invalid(1)
1432: dfMirrorStatus.21 invalid(1)
1433: dfMirrorStatus.22 invalid(1)
1434: dfMirrorStatus.23 invalid(1)
1435: dfMirrorStatus.24 invalid(1)
1436: dfPlexCount.1 1
1437: dfPlexCount.2 1
1438: dfPlexCount.3 0
1439: dfPlexCount.4 0
1440: dfPlexCount.5 0
1441: dfPlexCount.6 0
1442: dfPlexCount.7 0
1443: dfPlexCount.8 0
1444: dfPlexCount.9 0
1445: dfPlexCount.10 0
1446: dfPlexCount.11 0
1447: dfPlexCount.12 0
1448: dfPlexCount.13 1
1449: dfPlexCount.14 1
1450: dfPlexCount.15 0
1451: dfPlexCount.16 0
1452: dfPlexCount.17 0
1453: dfPlexCount.18 0
1454: dfPlexCount.19 0
1455: dfPlexCount.20 0
1456: dfPlexCount.21 0
1457: dfPlexCount.22 0
1458: dfPlexCount.23 0
1459: dfPlexCount.24 0
1460: dfType.1 aggregate(3)
1461: dfType.2 aggregate(3)
1462: dfType.3 flexibleVolume(2)
1463: dfType.4 flexibleVolume(2)
1464: dfType.5 flexibleVolume(2)
1465: dfType.6 flexibleVolume(2)
1466: dfType.7 flexibleVolume(2)
1467: dfType.8 flexibleVolume(2)
1468: dfType.9 flexibleVolume(2)
1469: dfType.10 flexibleVolume(2)
1470: dfType.11 flexibleVolume(2)
1471: dfType.12 flexibleVolume(2)
1472: dfType.13 aggregate(3)
1473: dfType.14 aggregate(3)
1474: dfType.15 flexibleVolume(2)
1475: dfType.16 flexibleVolume(2)
1476: dfType.17 flexibleVolume(2)
1477: dfType.18 flexibleVolume(2)
1478: dfType.19 flexibleVolume(2)
1479: dfType.20 flexibleVolume(2)
1480: dfType.21 flexibleVolume(2)
1481: dfType.22 flexibleVolume(2)
1482: dfType.23 flexibleVolume(2)
1483: dfType.24 flexibleVolume(2)
1484: dfHighSisSharedKBytes.1 0
1485: dfHighSisSharedKBytes.2 0
1486: dfHighSisSharedKBytes.3 0
1487: dfHighSisSharedKBytes.4 0
1488: dfHighSisSharedKBytes.5 0
1489: dfHighSisSharedKBytes.6 0
1490: dfHighSisSharedKBytes.7 0
1491: dfHighSisSharedKBytes.8 0
1492: dfHighSisSharedKBytes.9 0
1493: dfHighSisSharedKBytes.10 0
1494: dfHighSisSharedKBytes.11 0
1495: dfHighSisSharedKBytes.12 0
1496: dfHighSisSharedKBytes.13 0
1497: dfHighSisSharedKBytes.14 0
1498: dfHighSisSharedKBytes.15 0
1499: dfHighSisSharedKBytes.16 0
1500: dfHighSisSharedKBytes.17 0
1501: dfHighSisSharedKBytes.18 0
1502: dfHighSisSharedKBytes.19 0
1503: dfHighSisSharedKBytes.20 0
1504: dfHighSisSharedKBytes.21 0
1505: dfHighSisSharedKBytes.22 0
1506: dfHighSisSharedKBytes.23 0
1507: dfHighSisSharedKBytes.24 0
1508: dfLowSisSharedKBytes.1 0
1509: dfLowSisSharedKBytes.2 0
1510: dfLowSisSharedKBytes.3 0
1511: dfLowSisSharedKBytes.4 0
1512: dfLowSisSharedKBytes.5 164573336
1513: dfLowSisSharedKBytes.6 0
1514: dfLowSisSharedKBytes.7 91122888
1515: dfLowSisSharedKBytes.8 0
1516: dfLowSisSharedKBytes.9 12020804
